SKU,EAN,Saison,Couleur - Code,Couleur - Nom,Taille du produit,Style - Description FR,Catégorie - Code,Catégorie,Sous-catégorie - Code,Sous-catégorie,Sous-classe - Code,Sous-classe
SKU1635D43A,EAN1635D43A,24S,40187,CANTON,L,Style_9878,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU4FCDEDF4,EAN4FCDEDF4,24S,50034,CHALK VIOLET,M,Style_9879,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU7B41F82C,EAN7B41F82C,24S,50034,CHALK VIOLET,XXL,Style_9880,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU8DB119BC,EAN8DB119BC,24S,P40321,SMALL CHERRY BLOSSOM,M,Style_9881,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKUBC23E2CB,EANBC23E2CB,24S,P60257,MULTISTRIPE,M,Style_9882,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU467567A3,EAN467567A3,24S,P60257,MULTISTRIPE,L,Style_9883,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU6F6CA9DF,EAN6F6CA9DF,24S,P60257,MULTISTRIPE,XL,Style_9884,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU3C3B9445,EAN3C3B9445,24S,00001,Black Beauty,S,Style_9885,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU9ADE1B53,EAN9ADE1B53,24S,00001,Black Beauty,M,Style_9886,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU0EACA12B,EAN0EACA12B,24S,00001,Black Beauty,L,Style_9887,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU3290C598,EAN3290C598,24S,40187,CANTON,L,Style_9888,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKUA4BAAB6F,EANA4BAAB6F,24S,P60257,MULTISTRIPE,M,Style_9889,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKU64C03AD1,EAN64C03AD1,24S,P60257,MULTISTRIPE,L,Style_9890,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_029,Sous-classe_029
SKUEAB37156,EANEAB37156,24S,10011,Snow White,S,Style_9891,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKU62C73A8A,EAN62C73A8A,24S,40188,XENON BLUE,S,Style_9892,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUCEB997B5,EANCEB997B5,24S,40188,XENON BLUE,M,Style_9893,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU78C8AAED,EAN78C8AAED,24S,40188,XENON BLUE,L,Style_9894,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUE01C1DED,EANE01C1DED,24S,40188,XENON BLUE,XL,Style_9895,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUF25E062F,EANF25E062F,24S,00001,Black Beauty,S,Style_9896,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU0AB18670,EAN0AB18670,24S,00001,Black Beauty,L,Style_9897,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU1B2DB996,EAN1B2DB996,24S,40187,CANTON,S,Style_9898,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU5383A217,EAN5383A217,24S,40187,CANTON,L,Style_9899,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU6E338DF3,EAN6E338DF3,24S,40187,CANTON,XL,Style_9900,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU8C96CE2A,EAN8C96CE2A,24S,50034,CHALK VIOLET,S,Style_9901,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU595F7861,EAN595F7861,24S,50067,VIOLET ICE,S,Style_9902,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU047284B5,EAN047284B5,24S,50067,VIOLET ICE,M,Style_9903,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUB800E64C,EANB800E64C,24S,P40319,WATERCOLOR PLAID,M,Style_9904,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_013,Sous-classe_013
SKUB825ED38,EANB825ED38,24S,P40319,WATERCOLOR PLAID,L,Style_9905,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_013,Sous-classe_013
SKU0644A19E,EAN0644A19E,24S,40026,ESTATE BLUE,M,Style_9906,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKU0F3E763F,EAN0F3E763F,24S,40026,ESTATE BLUE,L,Style_9907,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKUE955421E,EANE955421E,24S,P40319,WATERCOLOR PLAID,M,Style_9908,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU57BF8D55,EAN57BF8D55,24S,P40319,WATERCOLOR PLAID,L,Style_9909,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKUEC74CB9E,EANEC74CB9E,24S,P40319,WATERCOLOR PLAID,XL,Style_9910,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU9D47EED6,EAN9D47EED6,24S,P40319,WATERCOLOR PLAID,S,Style_9911,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU261927C0,EAN261927C0,24S,P40319,WATERCOLOR PLAID,M,Style_9912,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU731C553F,EAN731C553F,24S,P40319,WATERCOLOR PLAID,L,Style_9913,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU83885E61,EAN83885E61,24S,40026,ESTATE BLUE,S,Style_9914,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_022,Sous-classe_022
SKUC7FBADD0,EANC7FBADD0,24S,40026,ESTATE BLUE,M,Style_9915,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_022,Sous-classe_022
SKU32603054,EAN32603054,24S,40026,ESTATE BLUE,L,Style_9916,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_022,Sous-classe_022
SKU7EE47FD7,EAN7EE47FD7,24S,40026,ESTATE BLUE,XL,Style_9917,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_022,Sous-classe_022
SKUD98A160F,EAND98A160F,24S,40026,ESTATE BLUE,S,Style_9918,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_035,Sous-classe_035
SKUEF18D0C1,EANEF18D0C1,24S,40188,XENON BLUE,L,Style_9919,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_035,Sous-classe_035
SKU915543F9,EAN915543F9,24S,40188,XENON BLUE,XXL,Style_9920,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_035,Sous-classe_035
SKU6F32B9A6,EAN6F32B9A6,24S,P00333,GREY LAVENDER FLOWER,XL,Style_9921,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU8688D4D5,EAN8688D4D5,24S,P40324,ESTATES BLUE COLLIBRI,S,Style_9922,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUC2C89F7C,EANC2C89F7C,24S,P40324,ESTATES BLUE COLLIBRI,XXL,Style_9923,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUA20D0FB8,EANA20D0FB8,24S,60175,ORCHID HAZE,L,Style_9924,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUD2336B61,EAND2336B61,24S,60175,ORCHID HAZE,XL,Style_9925,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU35F3121B,EAN35F3121B,24S,P40324,ESTATES BLUE COLLIBRI,L,Style_9926,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU69F0BFD3,EAN69F0BFD3,24S,P40324,ESTATES BLUE COLLIBRI,XXL,Style_9927,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU5C0E1F50,EAN5C0E1F50,24S,40187,CANTON,S,Style_9928,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU9E580179,EAN9E580179,24S,40187,CANTON,L,Style_9929,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU32F5D548,EAN32F5D548,24S,60175,ORCHID HAZE,M,Style_9930,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU3140BAEC,EAN3140BAEC,24S,60175,ORCHID HAZE,XL,Style_9931,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU128E44CA,EAN128E44CA,24S,P00333,GREY LAVENDER FLOWER,M,Style_9932,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU5C765472,EAN5C765472,24S,P40324,ESTATES BLUE COLLIBRI,XL,Style_9933,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU51661C88,EAN51661C88,24S,P40324,ESTATES BLUE COLLIBRI,XXL,Style_9934,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU61886EC1,EAN61886EC1,24S,00001,Black Beauty,M,Style_9935,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKU35C2D105,EAN35C2D105,24S,40187,CANTON,S,Style_9936,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKUFC1CC4BD,EANFC1CC4BD,24S,P00333,GREY LAVENDER FLOWER,S,Style_9937,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKU9C2BF67D,EAN9C2BF67D,24S,P00333,GREY LAVENDER FLOWER,L,Style_9938,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKU4C445312,EAN4C445312,24S,P40324,ESTATES BLUE COLLIBRI,XS,Style_9939,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKU75A82555,EAN75A82555,24S,P40324,ESTATES BLUE COLLIBRI,S,Style_9940,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKUE4CE93F0,EANE4CE93F0,24S,P40324,ESTATES BLUE COLLIBRI,M,Style_9941,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKU31B40486,EAN31B40486,24S,P40324,ESTATES BLUE COLLIBRI,XL,Style_9942,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_020,Sous-classe_020
SKUCCBB131C,EANCCBB131C,24S,60175,ORCHID HAZE,XL,Style_9943,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUFE3E09DE,EANFE3E09DE,24S,40188,XENON BLUE,M,Style_9944,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKUF20634C9,EANF20634C9,24S,40188,XENON BLUE,L,Style_9945,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKU6F1AB38E,EAN6F1AB38E,24S,50066,ORCHID PETAL,34D,Style_9946,Catégorie_003,Catégorie_003,Sous-catégorie_025,Sous-catégorie_025,Sous-classe_051,Sous-classe_051
SKU73DE45EB,EAN73DE45EB,24S,40188,XENON BLUE,34B,Style_9947,Catégorie_003,Catégorie_003,Sous-catégorie_025,Sous-catégorie_025,Sous-classe_051,Sous-classe_051
SKU9481F667,EAN9481F667,24S,40188,XENON BLUE,38DD,Style_9948,Catégorie_003,Catégorie_003,Sous-catégorie_025,Sous-catégorie_025,Sous-classe_051,Sous-classe_051
SKU00DEF672,EAN00DEF672,24S,40188,XENON BLUE,S,Style_9949,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUDCE828E2,EANDCE828E2,24S,40188,XENON BLUE,M,Style_9950,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU478107E3,EAN478107E3,24S,40188,XENON BLUE,L,Style_9951,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUF7C773C5,EANF7C773C5,24S,50066,ORCHID PETAL,S,Style_9952,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU48A100D6,EAN48A100D6,24S,50066,ORCHID PETAL,M,Style_9953,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUC4D7D41C,EANC4D7D41C,24S,50066,ORCHID PETAL,L,Style_9954,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU447E99C1,EAN447E99C1,24S,40026,ESTATE BLUE,S,Style_9955,Catégorie_004,Catégorie_004,Sous-catégorie_032,Sous-catégorie_032,Sous-classe_046,Sous-classe_046
SKU997DDABC,EAN997DDABC,24S,40026,ESTATE BLUE,S,Style_9956,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKUCDE454E5,EANCDE454E5,24S,00001,Black Beauty,L,Style_9957,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_048,Sous-classe_048
SKU6956E695,EAN6956E695,24S,00001,Black Beauty,XL,Style_9958,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_048,Sous-classe_048
SKU01C361EA,EAN01C361EA,24S,40026,ESTATE BLUE,XXL,Style_9959,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKUE39E6B29,EANE39E6B29,24S,P40317,CHERRY BLOSSOM GARDEN,36C,Style_9960,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU8FFF8CE5,EAN8FFF8CE5,24S,P40317,CHERRY BLOSSOM GARDEN,34DD,Style_9961,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU3F3AD483,EAN3F3AD483,24S,P40317,CHERRY BLOSSOM GARDEN,42E,Style_9962,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU825661E9,EAN825661E9,24S,40124,VISTA BLUE,M,Style_9963,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU68A2542F,EAN68A2542F,24S,40124,VISTA BLUE,L,Style_9964,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU4139775D,EAN4139775D,24S,P40317,CHERRY BLOSSOM GARDEN,38C,Style_9965,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU37DBD996,EAN37DBD996,24S,P40317,CHERRY BLOSSOM GARDEN,40C,Style_9966,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU9B052650,EAN9B052650,24S,P40317,CHERRY BLOSSOM GARDEN,38D,Style_9967,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU705C7EFB,EAN705C7EFB,24S,P40317,CHERRY BLOSSOM GARDEN,M,Style_9968,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUF7C8B71C,EANF7C8B71C,24S,P40317,CHERRY BLOSSOM GARDEN,M,Style_9969,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_029,Sous-classe_029
SKU737A3E43,EAN737A3E43,24S,P40317,CHERRY BLOSSOM GARDEN,XXL,Style_9970,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_029,Sous-classe_029
SKU39F60EC0,EAN39F60EC0,24S,P40318,FLORAL COLLIBRI,XS,Style_9971,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_045,Sous-classe_045
SKUE156EA5E,EANE156EA5E,24S,P40318,FLORAL COLLIBRI,M,Style_9972,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_045,Sous-classe_045
SKU7320A21B,EAN7320A21B,24S,20011,MUSHROOM,M,Style_9973,Catégorie_005,Catégorie_005,Sous-catégorie_033,Sous-catégorie_033,Sous-classe_034,Sous-classe_034
SKU48D92DD8,EAN48D92DD8,24S,00001,Black Beauty,S,Style_9974,Catégorie_005,Catégorie_005,Sous-catégorie_033,Sous-catégorie_033,Sous-classe_034,Sous-classe_034
SKU2086F1DA,EAN2086F1DA,24S,00001,Black Beauty,M,Style_9975,Catégorie_005,Catégorie_005,Sous-catégorie_033,Sous-catégorie_033,Sous-classe_034,Sous-classe_034
SKUD88A56A5,EAND88A56A5,24S,20011,MUSHROOM,S,Style_9976,Catégorie_005,Catégorie_005,Sous-catégorie_033,Sous-catégorie_033,Sous-classe_034,Sous-classe_034
SKU6155E151,EAN6155E151,24S,20011,MUSHROOM,M,Style_9977,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_045,Sous-classe_045
SKU18394F3C,EAN18394F3C,24S,20011,MUSHROOM,L,Style_9978,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_045,Sous-classe_045
SKU03C290F6,EAN03C290F6,24S,20011,MUSHROOM,XXL,Style_9979,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_045,Sous-classe_045
SKUB337BB71,EANB337BB71,24S,00001,Black Beauty,M,Style_9980,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKU9D9D64BD,EAN9D9D64BD,24S,00001,Black Beauty,L,Style_9981,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKUC873E324,EANC873E324,24S,20011,MUSHROOM,S,Style_9982,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKU5C43DFB3,EAN5C43DFB3,24S,20011,MUSHROOM,M,Style_9983,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKU8415529C,EAN8415529C,24S,P40320,MARINE DAHLIAS,L,Style_9984,Catégorie_004,Catégorie_004,Sous-catégorie_032,Sous-catégorie_032,Sous-classe_013,Sous-classe_013
SKU29DE152C,EAN29DE152C,24S,P40320,MARINE DAHLIAS,XXL,Style_9985,Catégorie_004,Catégorie_004,Sous-catégorie_032,Sous-catégorie_032,Sous-classe_013,Sous-classe_013
SKU474F1076,EAN474F1076,24S,P40320,MARINE DAHLIAS,XS,Style_9986,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKU093BF460,EAN093BF460,24S,P40320,MARINE DAHLIAS,XXL,Style_9987,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKU68D0FE94,EAN68D0FE94,24S,P40320,MARINE DAHLIAS,S,Style_9988,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU4DD2951A,EAN4DD2951A,24S,P40320,MARINE DAHLIAS,L,Style_9989,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU5158D542,EAN5158D542,24S,P40320,MARINE DAHLIAS,XL,Style_9990,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU84919841,EAN84919841,24S,P40320,MARINE DAHLIAS,M,Style_9991,Catégorie_004,Catégorie_004,Sous-catégorie_009,Sous-catégorie_009,Sous-classe_030,Sous-classe_030
SKUCF43EFAC,EANCF43EFAC,24S,P40320,MARINE DAHLIAS,XL,Style_9992,Catégorie_004,Catégorie_004,Sous-catégorie_009,Sous-catégorie_009,Sous-classe_030,Sous-classe_030
SKU25F3F487,EAN25F3F487,24S,20033,CAFE AU LAIT,O/S,Style_9993,Catégorie_001,Catégorie_001,Sous-catégorie_029,Sous-catégorie_029,Sous-classe_005,Sous-classe_005
SKUE47FA9A1,EANE47FA9A1,24S,40026,ESTATE BLUE,M,Style_9994,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKUAD16B6C4,EANAD16B6C4,24S,40026,ESTATE BLUE,L,Style_9995,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKU461AA9CE,EAN461AA9CE,24S,40026,ESTATE BLUE,M,Style_9996,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUB7536823,EANB7536823,24S,40026,ESTATE BLUE,XL,Style_9997,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU2878CF9B,EAN2878CF9B,24S,10011,Snow White,L,Style_9998,Catégorie_004,Catégorie_004,Sous-catégorie_032,Sous-catégorie_032,Sous-classe_046,Sous-classe_046
SKU2D8CF9CC,EAN2D8CF9CC,24S,00001,Black Beauty,XS,Style_9999,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKU3E4AE726,EAN3E4AE726,24S,10011,Snow White,S,Style_10000,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKU5BF6B131,EAN5BF6B131,24S,10011,Snow White,L,Style_10001,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKUAA25E576,EANAA25E576,24S,00001,Black Beauty,M,Style_10002,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKUEC877272,EANEC877272,24S,10011,Snow White,XS,Style_10003,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU8DC15800,EAN8DC15800,24S,10011,Snow White,S,Style_10004,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU1930902E,EAN1930902E,24S,10011,Snow White,M,Style_10005,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKUDF2DF877,EANDF2DF877,24S,10011,Snow White,L,Style_10006,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU5117C1C8,EAN5117C1C8,24S,10011,Snow White,XL,Style_10007,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKU3345ABB0,EAN3345ABB0,24S,00001,Black Beauty,M,Style_10008,Catégorie_004,Catégorie_004,Sous-catégorie_009,Sous-catégorie_009,Sous-classe_022,Sous-classe_022
SKU36F86364,EAN36F86364,24S,10011,Snow White,S,Style_10009,Catégorie_004,Catégorie_004,Sous-catégorie_009,Sous-catégorie_009,Sous-classe_022,Sous-classe_022
SKUC25F64C2,EANC25F64C2,24S,10011,Snow White,M,Style_10010,Catégorie_004,Catégorie_004,Sous-catégorie_009,Sous-catégorie_009,Sous-classe_022,Sous-classe_022
SKU51598046,EAN51598046,24S,40026,ESTATE BLUE,38D,Style_10011,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU14CEBCC3,EAN14CEBCC3,24S,40026,ESTATE BLUE,38D,Style_10012,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU5BF88B6C,EAN5BF88B6C,24S,40026,ESTATE BLUE,42D,Style_10013,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU5C1CD603,EAN5C1CD603,24S,40026,ESTATE BLUE,36DD,Style_10014,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUB03D98FD,EANB03D98FD,24S,40026,ESTATE BLUE,40DD,Style_10015,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU1AC36627,EAN1AC36627,24S,40026,ESTATE BLUE,42DD,Style_10016,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
